deny_id	capability	surface	forbidden_public_surface	allowed_exception	status	validation_id	p7_task_id
P4-D-COMPACT-SOURCE	COMPACT	SOURCE	No public-build-reachable module symbol import adapter feature flag or generated type may implement named Compact view mode preference toggle route or layout contract.	Responsive density and accessible mobile or desktop layout are allowed without a named Compact feature or persisted switch.	PUBLIC_ZERO_SURFACE	P4-Z-COMPACT-SOURCE	P7-PUBLIC-ZERO-SURFACE
P4-D-COMPACT-DOM	COMPACT	DOM	No rendered or hidden control label aria text data attribute test hook or custom element may expose named Compact view mode preference toggle route or layout contract.	Responsive density and accessible mobile or desktop layout are allowed without a named Compact feature or persisted switch.	PUBLIC_ZERO_SURFACE	P4-Z-COMPACT-DOM	P7-PUBLIC-ZERO-SURFACE
P4-D-COMPACT-ROUTE	COMPACT	ROUTE	No browser route link redirect route loader or navigation state may expose or restore named Compact view mode preference toggle route or layout contract.	Responsive density and accessible mobile or desktop layout are allowed without a named Compact feature or persisted switch.	PUBLIC_ZERO_SURFACE	P4-Z-COMPACT-ROUTE	P7-PUBLIC-ZERO-SURFACE
P4-D-COMPACT-API	COMPACT	API	No public HTTP endpoint WebSocket command field parameter error namespace or schema may expose named Compact view mode preference toggle route or layout contract.	Responsive density and accessible mobile or desktop layout are allowed without a named Compact feature or persisted switch.	PUBLIC_ZERO_SURFACE	P4-Z-COMPACT-API	P7-PUBLIC-ZERO-SURFACE
P4-D-COMPACT-STORAGE	COMPACT	STORAGE	No service table column migration browser cookie localStorage sessionStorage IndexedDB cache key or durable record may store named Compact view mode preference toggle route or layout contract.	Responsive density and accessible mobile or desktop layout are allowed without a named Compact feature or persisted switch.	PUBLIC_ZERO_SURFACE	P4-Z-COMPACT-STORAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-COMPACT-I18N	COMPACT	I18N	No reachable public message key namespace label help text or error copy may advertise named Compact view mode preference toggle route or layout contract.	Responsive density and accessible mobile or desktop layout are allowed without a named Compact feature or persisted switch.	PUBLIC_ZERO_SURFACE	P4-Z-COMPACT-I18N	P7-PUBLIC-ZERO-SURFACE
P4-D-COMPACT-BUNDLE	COMPACT	BUNDLE	No public JavaScript CSS asset chunk source map embedded string or generated client may contain the named Compact view mode preference toggle route or layout contract feature surface.	Responsive density and accessible mobile or desktop layout are allowed without a named Compact feature or persisted switch.	PUBLIC_ZERO_SURFACE	P4-Z-COMPACT-BUNDLE	P7-PUBLIC-ZERO-SURFACE
P4-D-COMPACT-PACKAGE	COMPACT	PACKAGE	No public executable migration template config sample documentation dependency manifest or release payload may ship named Compact view mode preference toggle route or layout contract.	Responsive density and accessible mobile or desktop layout are allowed without a named Compact feature or persisted switch.	PUBLIC_ZERO_SURFACE	P4-Z-COMPACT-PACKAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-MACOS-SOURCE	MACOS	SOURCE	No public-build-reachable module symbol import adapter feature flag or generated type may implement macOS launcher darwin branch command script support claim or package.	Platform-neutral shared Rust business code is allowed; no macOS-specific consumer support document test or artifact is public-reachable.	PUBLIC_ZERO_SURFACE	P4-Z-MACOS-SOURCE	P7-PUBLIC-ZERO-SURFACE
P4-D-MACOS-DOM	MACOS	DOM	No rendered or hidden control label aria text data attribute test hook or custom element may expose macOS launcher darwin branch command script support claim or package.	Platform-neutral shared Rust business code is allowed; no macOS-specific consumer support document test or artifact is public-reachable.	PUBLIC_ZERO_SURFACE	P4-Z-MACOS-DOM	P7-PUBLIC-ZERO-SURFACE
P4-D-MACOS-ROUTE	MACOS	ROUTE	No browser route link redirect route loader or navigation state may expose or restore macOS launcher darwin branch command script support claim or package.	Platform-neutral shared Rust business code is allowed; no macOS-specific consumer support document test or artifact is public-reachable.	PUBLIC_ZERO_SURFACE	P4-Z-MACOS-ROUTE	P7-PUBLIC-ZERO-SURFACE
P4-D-MACOS-API	MACOS	API	No public HTTP endpoint WebSocket command field parameter error namespace or schema may expose macOS launcher darwin branch command script support claim or package.	Platform-neutral shared Rust business code is allowed; no macOS-specific consumer support document test or artifact is public-reachable.	PUBLIC_ZERO_SURFACE	P4-Z-MACOS-API	P7-PUBLIC-ZERO-SURFACE
P4-D-MACOS-STORAGE	MACOS	STORAGE	No service table column migration browser cookie localStorage sessionStorage IndexedDB cache key or durable record may store macOS launcher darwin branch command script support claim or package.	Platform-neutral shared Rust business code is allowed; no macOS-specific consumer support document test or artifact is public-reachable.	PUBLIC_ZERO_SURFACE	P4-Z-MACOS-STORAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-MACOS-I18N	MACOS	I18N	No reachable public message key namespace label help text or error copy may advertise macOS launcher darwin branch command script support claim or package.	Platform-neutral shared Rust business code is allowed; no macOS-specific consumer support document test or artifact is public-reachable.	PUBLIC_ZERO_SURFACE	P4-Z-MACOS-I18N	P7-PUBLIC-ZERO-SURFACE
P4-D-MACOS-BUNDLE	MACOS	BUNDLE	No public JavaScript CSS asset chunk source map embedded string or generated client may contain the macOS launcher darwin branch command script support claim or package feature surface.	Platform-neutral shared Rust business code is allowed; no macOS-specific consumer support document test or artifact is public-reachable.	PUBLIC_ZERO_SURFACE	P4-Z-MACOS-BUNDLE	P7-PUBLIC-ZERO-SURFACE
P4-D-MACOS-PACKAGE	MACOS	PACKAGE	No public executable migration template config sample documentation dependency manifest or release payload may ship macOS launcher darwin branch command script support claim or package.	Platform-neutral shared Rust business code is allowed; no macOS-specific consumer support document test or artifact is public-reachable.	PUBLIC_ZERO_SURFACE	P4-Z-MACOS-PACKAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-NATIVE_APP-SOURCE	NATIVE_APP	SOURCE	No public-build-reachable module symbol import adapter feature flag or generated type may implement native desktop or mobile application bridge installer deep-link channel or platform shell.	The responsive browser WebUI is allowed; it is not branded or packaged as a native app.	PUBLIC_ZERO_SURFACE	P4-Z-NATIVE_APP-SOURCE	P7-PUBLIC-ZERO-SURFACE
P4-D-NATIVE_APP-DOM	NATIVE_APP	DOM	No rendered or hidden control label aria text data attribute test hook or custom element may expose native desktop or mobile application bridge installer deep-link channel or platform shell.	The responsive browser WebUI is allowed; it is not branded or packaged as a native app.	PUBLIC_ZERO_SURFACE	P4-Z-NATIVE_APP-DOM	P7-PUBLIC-ZERO-SURFACE
P4-D-NATIVE_APP-ROUTE	NATIVE_APP	ROUTE	No browser route link redirect route loader or navigation state may expose or restore native desktop or mobile application bridge installer deep-link channel or platform shell.	The responsive browser WebUI is allowed; it is not branded or packaged as a native app.	PUBLIC_ZERO_SURFACE	P4-Z-NATIVE_APP-ROUTE	P7-PUBLIC-ZERO-SURFACE
P4-D-NATIVE_APP-API	NATIVE_APP	API	No public HTTP endpoint WebSocket command field parameter error namespace or schema may expose native desktop or mobile application bridge installer deep-link channel or platform shell.	The responsive browser WebUI is allowed; it is not branded or packaged as a native app.	PUBLIC_ZERO_SURFACE	P4-Z-NATIVE_APP-API	P7-PUBLIC-ZERO-SURFACE
P4-D-NATIVE_APP-STORAGE	NATIVE_APP	STORAGE	No service table column migration browser cookie localStorage sessionStorage IndexedDB cache key or durable record may store native desktop or mobile application bridge installer deep-link channel or platform shell.	The responsive browser WebUI is allowed; it is not branded or packaged as a native app.	PUBLIC_ZERO_SURFACE	P4-Z-NATIVE_APP-STORAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-NATIVE_APP-I18N	NATIVE_APP	I18N	No reachable public message key namespace label help text or error copy may advertise native desktop or mobile application bridge installer deep-link channel or platform shell.	The responsive browser WebUI is allowed; it is not branded or packaged as a native app.	PUBLIC_ZERO_SURFACE	P4-Z-NATIVE_APP-I18N	P7-PUBLIC-ZERO-SURFACE
P4-D-NATIVE_APP-BUNDLE	NATIVE_APP	BUNDLE	No public JavaScript CSS asset chunk source map embedded string or generated client may contain the native desktop or mobile application bridge installer deep-link channel or platform shell feature surface.	The responsive browser WebUI is allowed; it is not branded or packaged as a native app.	PUBLIC_ZERO_SURFACE	P4-Z-NATIVE_APP-BUNDLE	P7-PUBLIC-ZERO-SURFACE
P4-D-NATIVE_APP-PACKAGE	NATIVE_APP	PACKAGE	No public executable migration template config sample documentation dependency manifest or release payload may ship native desktop or mobile application bridge installer deep-link channel or platform shell.	The responsive browser WebUI is allowed; it is not branded or packaged as a native app.	PUBLIC_ZERO_SURFACE	P4-Z-NATIVE_APP-PACKAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-SYSTEM_NOTIFICATIONS-SOURCE	SYSTEM_NOTIFICATIONS	SOURCE	No public-build-reachable module symbol import adapter feature flag or generated type may implement operating-system notification permission tray balloon service worker notification or native alert.	In-page toast and WebUI audio are allowed while the connected page is capable.	PUBLIC_ZERO_SURFACE	P4-Z-SYSTEM_NOTIFICATIONS-SOURCE	P7-PUBLIC-ZERO-SURFACE
P4-D-SYSTEM_NOTIFICATIONS-DOM	SYSTEM_NOTIFICATIONS	DOM	No rendered or hidden control label aria text data attribute test hook or custom element may expose operating-system notification permission tray balloon service worker notification or native alert.	In-page toast and WebUI audio are allowed while the connected page is capable.	PUBLIC_ZERO_SURFACE	P4-Z-SYSTEM_NOTIFICATIONS-DOM	P7-PUBLIC-ZERO-SURFACE
P4-D-SYSTEM_NOTIFICATIONS-ROUTE	SYSTEM_NOTIFICATIONS	ROUTE	No browser route link redirect route loader or navigation state may expose or restore operating-system notification permission tray balloon service worker notification or native alert.	In-page toast and WebUI audio are allowed while the connected page is capable.	PUBLIC_ZERO_SURFACE	P4-Z-SYSTEM_NOTIFICATIONS-ROUTE	P7-PUBLIC-ZERO-SURFACE
P4-D-SYSTEM_NOTIFICATIONS-API	SYSTEM_NOTIFICATIONS	API	No public HTTP endpoint WebSocket command field parameter error namespace or schema may expose operating-system notification permission tray balloon service worker notification or native alert.	In-page toast and WebUI audio are allowed while the connected page is capable.	PUBLIC_ZERO_SURFACE	P4-Z-SYSTEM_NOTIFICATIONS-API	P7-PUBLIC-ZERO-SURFACE
P4-D-SYSTEM_NOTIFICATIONS-STORAGE	SYSTEM_NOTIFICATIONS	STORAGE	No service table column migration browser cookie localStorage sessionStorage IndexedDB cache key or durable record may store operating-system notification permission tray balloon service worker notification or native alert.	In-page toast and WebUI audio are allowed while the connected page is capable.	PUBLIC_ZERO_SURFACE	P4-Z-SYSTEM_NOTIFICATIONS-STORAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-SYSTEM_NOTIFICATIONS-I18N	SYSTEM_NOTIFICATIONS	I18N	No reachable public message key namespace label help text or error copy may advertise operating-system notification permission tray balloon service worker notification or native alert.	In-page toast and WebUI audio are allowed while the connected page is capable.	PUBLIC_ZERO_SURFACE	P4-Z-SYSTEM_NOTIFICATIONS-I18N	P7-PUBLIC-ZERO-SURFACE
P4-D-SYSTEM_NOTIFICATIONS-BUNDLE	SYSTEM_NOTIFICATIONS	BUNDLE	No public JavaScript CSS asset chunk source map embedded string or generated client may contain the operating-system notification permission tray balloon service worker notification or native alert feature surface.	In-page toast and WebUI audio are allowed while the connected page is capable.	PUBLIC_ZERO_SURFACE	P4-Z-SYSTEM_NOTIFICATIONS-BUNDLE	P7-PUBLIC-ZERO-SURFACE
P4-D-SYSTEM_NOTIFICATIONS-PACKAGE	SYSTEM_NOTIFICATIONS	PACKAGE	No public executable migration template config sample documentation dependency manifest or release payload may ship operating-system notification permission tray balloon service worker notification or native alert.	In-page toast and WebUI audio are allowed while the connected page is capable.	PUBLIC_ZERO_SURFACE	P4-Z-SYSTEM_NOTIFICATIONS-PACKAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-WEB_PUSH-SOURCE	WEB_PUSH	SOURCE	No public-build-reachable module symbol import adapter feature flag or generated type may implement Web Push subscription VAPID service-worker push event or push endpoint.	Application WebSocket frames to the currently connected page are allowed and are not Web Push.	PUBLIC_ZERO_SURFACE	P4-Z-WEB_PUSH-SOURCE	P7-PUBLIC-ZERO-SURFACE
P4-D-WEB_PUSH-DOM	WEB_PUSH	DOM	No rendered or hidden control label aria text data attribute test hook or custom element may expose Web Push subscription VAPID service-worker push event or push endpoint.	Application WebSocket frames to the currently connected page are allowed and are not Web Push.	PUBLIC_ZERO_SURFACE	P4-Z-WEB_PUSH-DOM	P7-PUBLIC-ZERO-SURFACE
P4-D-WEB_PUSH-ROUTE	WEB_PUSH	ROUTE	No browser route link redirect route loader or navigation state may expose or restore Web Push subscription VAPID service-worker push event or push endpoint.	Application WebSocket frames to the currently connected page are allowed and are not Web Push.	PUBLIC_ZERO_SURFACE	P4-Z-WEB_PUSH-ROUTE	P7-PUBLIC-ZERO-SURFACE
P4-D-WEB_PUSH-API	WEB_PUSH	API	No public HTTP endpoint WebSocket command field parameter error namespace or schema may expose Web Push subscription VAPID service-worker push event or push endpoint.	Application WebSocket frames to the currently connected page are allowed and are not Web Push.	PUBLIC_ZERO_SURFACE	P4-Z-WEB_PUSH-API	P7-PUBLIC-ZERO-SURFACE
P4-D-WEB_PUSH-STORAGE	WEB_PUSH	STORAGE	No service table column migration browser cookie localStorage sessionStorage IndexedDB cache key or durable record may store Web Push subscription VAPID service-worker push event or push endpoint.	Application WebSocket frames to the currently connected page are allowed and are not Web Push.	PUBLIC_ZERO_SURFACE	P4-Z-WEB_PUSH-STORAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-WEB_PUSH-I18N	WEB_PUSH	I18N	No reachable public message key namespace label help text or error copy may advertise Web Push subscription VAPID service-worker push event or push endpoint.	Application WebSocket frames to the currently connected page are allowed and are not Web Push.	PUBLIC_ZERO_SURFACE	P4-Z-WEB_PUSH-I18N	P7-PUBLIC-ZERO-SURFACE
P4-D-WEB_PUSH-BUNDLE	WEB_PUSH	BUNDLE	No public JavaScript CSS asset chunk source map embedded string or generated client may contain the Web Push subscription VAPID service-worker push event or push endpoint feature surface.	Application WebSocket frames to the currently connected page are allowed and are not Web Push.	PUBLIC_ZERO_SURFACE	P4-Z-WEB_PUSH-BUNDLE	P7-PUBLIC-ZERO-SURFACE
P4-D-WEB_PUSH-PACKAGE	WEB_PUSH	PACKAGE	No public executable migration template config sample documentation dependency manifest or release payload may ship Web Push subscription VAPID service-worker push event or push endpoint.	Application WebSocket frames to the currently connected page are allowed and are not Web Push.	PUBLIC_ZERO_SURFACE	P4-Z-WEB_PUSH-PACKAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-CALENDAR-SOURCE	CALENDAR	SOURCE	No public-build-reachable module symbol import adapter feature flag or generated type may implement current Calendar weekly timetable schedule preview route or product capability.	Calendar may remain only as future governance intent outside the public product source graph and artifact.	PUBLIC_ZERO_SURFACE	P4-Z-CALENDAR-SOURCE	P7-PUBLIC-ZERO-SURFACE
P4-D-CALENDAR-DOM	CALENDAR	DOM	No rendered or hidden control label aria text data attribute test hook or custom element may expose current Calendar weekly timetable schedule preview route or product capability.	Calendar may remain only as future governance intent outside the public product source graph and artifact.	PUBLIC_ZERO_SURFACE	P4-Z-CALENDAR-DOM	P7-PUBLIC-ZERO-SURFACE
P4-D-CALENDAR-ROUTE	CALENDAR	ROUTE	No browser route link redirect route loader or navigation state may expose or restore current Calendar weekly timetable schedule preview route or product capability.	Calendar may remain only as future governance intent outside the public product source graph and artifact.	PUBLIC_ZERO_SURFACE	P4-Z-CALENDAR-ROUTE	P7-PUBLIC-ZERO-SURFACE
P4-D-CALENDAR-API	CALENDAR	API	No public HTTP endpoint WebSocket command field parameter error namespace or schema may expose current Calendar weekly timetable schedule preview route or product capability.	Calendar may remain only as future governance intent outside the public product source graph and artifact.	PUBLIC_ZERO_SURFACE	P4-Z-CALENDAR-API	P7-PUBLIC-ZERO-SURFACE
P4-D-CALENDAR-STORAGE	CALENDAR	STORAGE	No service table column migration browser cookie localStorage sessionStorage IndexedDB cache key or durable record may store current Calendar weekly timetable schedule preview route or product capability.	Calendar may remain only as future governance intent outside the public product source graph and artifact.	PUBLIC_ZERO_SURFACE	P4-Z-CALENDAR-STORAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-CALENDAR-I18N	CALENDAR	I18N	No reachable public message key namespace label help text or error copy may advertise current Calendar weekly timetable schedule preview route or product capability.	Calendar may remain only as future governance intent outside the public product source graph and artifact.	PUBLIC_ZERO_SURFACE	P4-Z-CALENDAR-I18N	P7-PUBLIC-ZERO-SURFACE
P4-D-CALENDAR-BUNDLE	CALENDAR	BUNDLE	No public JavaScript CSS asset chunk source map embedded string or generated client may contain the current Calendar weekly timetable schedule preview route or product capability feature surface.	Calendar may remain only as future governance intent outside the public product source graph and artifact.	PUBLIC_ZERO_SURFACE	P4-Z-CALENDAR-BUNDLE	P7-PUBLIC-ZERO-SURFACE
P4-D-CALENDAR-PACKAGE	CALENDAR	PACKAGE	No public executable migration template config sample documentation dependency manifest or release payload may ship current Calendar weekly timetable schedule preview route or product capability.	Calendar may remain only as future governance intent outside the public product source graph and artifact.	PUBLIC_ZERO_SURFACE	P4-Z-CALENDAR-PACKAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-QUIET_SNOOZE-SOURCE	QUIET_SNOOZE	SOURCE	No public-build-reachable module symbol import adapter feature flag or generated type may implement quiet hours snooze paused suppressed schedule or personal suppression state machine.	Volume zero explicit watch stop continuous alarm confirmation and finite duration are allowed under the frozen audio contract.	PUBLIC_ZERO_SURFACE	P4-Z-QUIET_SNOOZE-SOURCE	P7-PUBLIC-ZERO-SURFACE
P4-D-QUIET_SNOOZE-DOM	QUIET_SNOOZE	DOM	No rendered or hidden control label aria text data attribute test hook or custom element may expose quiet hours snooze paused suppressed schedule or personal suppression state machine.	Volume zero explicit watch stop continuous alarm confirmation and finite duration are allowed under the frozen audio contract.	PUBLIC_ZERO_SURFACE	P4-Z-QUIET_SNOOZE-DOM	P7-PUBLIC-ZERO-SURFACE
P4-D-QUIET_SNOOZE-ROUTE	QUIET_SNOOZE	ROUTE	No browser route link redirect route loader or navigation state may expose or restore quiet hours snooze paused suppressed schedule or personal suppression state machine.	Volume zero explicit watch stop continuous alarm confirmation and finite duration are allowed under the frozen audio contract.	PUBLIC_ZERO_SURFACE	P4-Z-QUIET_SNOOZE-ROUTE	P7-PUBLIC-ZERO-SURFACE
P4-D-QUIET_SNOOZE-API	QUIET_SNOOZE	API	No public HTTP endpoint WebSocket command field parameter error namespace or schema may expose quiet hours snooze paused suppressed schedule or personal suppression state machine.	Volume zero explicit watch stop continuous alarm confirmation and finite duration are allowed under the frozen audio contract.	PUBLIC_ZERO_SURFACE	P4-Z-QUIET_SNOOZE-API	P7-PUBLIC-ZERO-SURFACE
P4-D-QUIET_SNOOZE-STORAGE	QUIET_SNOOZE	STORAGE	No service table column migration browser cookie localStorage sessionStorage IndexedDB cache key or durable record may store quiet hours snooze paused suppressed schedule or personal suppression state machine.	Volume zero explicit watch stop continuous alarm confirmation and finite duration are allowed under the frozen audio contract.	PUBLIC_ZERO_SURFACE	P4-Z-QUIET_SNOOZE-STORAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-QUIET_SNOOZE-I18N	QUIET_SNOOZE	I18N	No reachable public message key namespace label help text or error copy may advertise quiet hours snooze paused suppressed schedule or personal suppression state machine.	Volume zero explicit watch stop continuous alarm confirmation and finite duration are allowed under the frozen audio contract.	PUBLIC_ZERO_SURFACE	P4-Z-QUIET_SNOOZE-I18N	P7-PUBLIC-ZERO-SURFACE
P4-D-QUIET_SNOOZE-BUNDLE	QUIET_SNOOZE	BUNDLE	No public JavaScript CSS asset chunk source map embedded string or generated client may contain the quiet hours snooze paused suppressed schedule or personal suppression state machine feature surface.	Volume zero explicit watch stop continuous alarm confirmation and finite duration are allowed under the frozen audio contract.	PUBLIC_ZERO_SURFACE	P4-Z-QUIET_SNOOZE-BUNDLE	P7-PUBLIC-ZERO-SURFACE
P4-D-QUIET_SNOOZE-PACKAGE	QUIET_SNOOZE	PACKAGE	No public executable migration template config sample documentation dependency manifest or release payload may ship quiet hours snooze paused suppressed schedule or personal suppression state machine.	Volume zero explicit watch stop continuous alarm confirmation and finite duration are allowed under the frozen audio contract.	PUBLIC_ZERO_SURFACE	P4-Z-QUIET_SNOOZE-PACKAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-PERSISTENT_SUBSCRIPTION_IDENTITY-SOURCE	PERSISTENT_SUBSCRIPTION_IDENTITY	SOURCE	No public-build-reachable module symbol import adapter feature flag or generated type may implement persistent personal subscription account contact token device identity or server-side active CRUD.	Anonymous connection-bound active mappings are allowed; no stable personal identity or durable active record exists.	PUBLIC_ZERO_SURFACE	P4-Z-PERSISTENT_SUBSCRIPTION_IDENTITY-SOURCE	P7-PUBLIC-ZERO-SURFACE
P4-D-PERSISTENT_SUBSCRIPTION_IDENTITY-DOM	PERSISTENT_SUBSCRIPTION_IDENTITY	DOM	No rendered or hidden control label aria text data attribute test hook or custom element may expose persistent personal subscription account contact token device identity or server-side active CRUD.	Anonymous connection-bound active mappings are allowed; no stable personal identity or durable active record exists.	PUBLIC_ZERO_SURFACE	P4-Z-PERSISTENT_SUBSCRIPTION_IDENTITY-DOM	P7-PUBLIC-ZERO-SURFACE
P4-D-PERSISTENT_SUBSCRIPTION_IDENTITY-ROUTE	PERSISTENT_SUBSCRIPTION_IDENTITY	ROUTE	No browser route link redirect route loader or navigation state may expose or restore persistent personal subscription account contact token device identity or server-side active CRUD.	Anonymous connection-bound active mappings are allowed; no stable personal identity or durable active record exists.	PUBLIC_ZERO_SURFACE	P4-Z-PERSISTENT_SUBSCRIPTION_IDENTITY-ROUTE	P7-PUBLIC-ZERO-SURFACE
P4-D-PERSISTENT_SUBSCRIPTION_IDENTITY-API	PERSISTENT_SUBSCRIPTION_IDENTITY	API	No public HTTP endpoint WebSocket command field parameter error namespace or schema may expose persistent personal subscription account contact token device identity or server-side active CRUD.	Anonymous connection-bound active mappings are allowed; no stable personal identity or durable active record exists.	PUBLIC_ZERO_SURFACE	P4-Z-PERSISTENT_SUBSCRIPTION_IDENTITY-API	P7-PUBLIC-ZERO-SURFACE
P4-D-PERSISTENT_SUBSCRIPTION_IDENTITY-STORAGE	PERSISTENT_SUBSCRIPTION_IDENTITY	STORAGE	No service table column migration browser cookie localStorage sessionStorage IndexedDB cache key or durable record may store persistent personal subscription account contact token device identity or server-side active CRUD.	Anonymous connection-bound active mappings are allowed; no stable personal identity or durable active record exists.	PUBLIC_ZERO_SURFACE	P4-Z-PERSISTENT_SUBSCRIPTION_IDENTITY-STORAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-PERSISTENT_SUBSCRIPTION_IDENTITY-I18N	PERSISTENT_SUBSCRIPTION_IDENTITY	I18N	No reachable public message key namespace label help text or error copy may advertise persistent personal subscription account contact token device identity or server-side active CRUD.	Anonymous connection-bound active mappings are allowed; no stable personal identity or durable active record exists.	PUBLIC_ZERO_SURFACE	P4-Z-PERSISTENT_SUBSCRIPTION_IDENTITY-I18N	P7-PUBLIC-ZERO-SURFACE
P4-D-PERSISTENT_SUBSCRIPTION_IDENTITY-BUNDLE	PERSISTENT_SUBSCRIPTION_IDENTITY	BUNDLE	No public JavaScript CSS asset chunk source map embedded string or generated client may contain the persistent personal subscription account contact token device identity or server-side active CRUD feature surface.	Anonymous connection-bound active mappings are allowed; no stable personal identity or durable active record exists.	PUBLIC_ZERO_SURFACE	P4-Z-PERSISTENT_SUBSCRIPTION_IDENTITY-BUNDLE	P7-PUBLIC-ZERO-SURFACE
P4-D-PERSISTENT_SUBSCRIPTION_IDENTITY-PACKAGE	PERSISTENT_SUBSCRIPTION_IDENTITY	PACKAGE	No public executable migration template config sample documentation dependency manifest or release payload may ship persistent personal subscription account contact token device identity or server-side active CRUD.	Anonymous connection-bound active mappings are allowed; no stable personal identity or durable active record exists.	PUBLIC_ZERO_SURFACE	P4-Z-PERSISTENT_SUBSCRIPTION_IDENTITY-PACKAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-LOCAL_RESET-SOURCE	LOCAL_RESET	SOURCE	No public-build-reachable module symbol import adapter feature flag or generated type may implement Reset local user data capability destructive reset route or local confirmation token.	A new top-level public page naturally starts from defaults; that is session initialization and not a reset mutation.	PUBLIC_ZERO_SURFACE	P4-Z-LOCAL_RESET-SOURCE	P7-PUBLIC-ZERO-SURFACE
P4-D-LOCAL_RESET-DOM	LOCAL_RESET	DOM	No rendered or hidden control label aria text data attribute test hook or custom element may expose Reset local user data capability destructive reset route or local confirmation token.	A new top-level public page naturally starts from defaults; that is session initialization and not a reset mutation.	PUBLIC_ZERO_SURFACE	P4-Z-LOCAL_RESET-DOM	P7-PUBLIC-ZERO-SURFACE
P4-D-LOCAL_RESET-ROUTE	LOCAL_RESET	ROUTE	No browser route link redirect route loader or navigation state may expose or restore Reset local user data capability destructive reset route or local confirmation token.	A new top-level public page naturally starts from defaults; that is session initialization and not a reset mutation.	PUBLIC_ZERO_SURFACE	P4-Z-LOCAL_RESET-ROUTE	P7-PUBLIC-ZERO-SURFACE
P4-D-LOCAL_RESET-API	LOCAL_RESET	API	No public HTTP endpoint WebSocket command field parameter error namespace or schema may expose Reset local user data capability destructive reset route or local confirmation token.	A new top-level public page naturally starts from defaults; that is session initialization and not a reset mutation.	PUBLIC_ZERO_SURFACE	P4-Z-LOCAL_RESET-API	P7-PUBLIC-ZERO-SURFACE
P4-D-LOCAL_RESET-STORAGE	LOCAL_RESET	STORAGE	No service table column migration browser cookie localStorage sessionStorage IndexedDB cache key or durable record may store Reset local user data capability destructive reset route or local confirmation token.	A new top-level public page naturally starts from defaults; that is session initialization and not a reset mutation.	PUBLIC_ZERO_SURFACE	P4-Z-LOCAL_RESET-STORAGE	P7-PUBLIC-ZERO-SURFACE
P4-D-LOCAL_RESET-I18N	LOCAL_RESET	I18N	No reachable public message key namespace label help text or error copy may advertise Reset local user data capability destructive reset route or local confirmation token.	A new top-level public page naturally starts from defaults; that is session initialization and not a reset mutation.	PUBLIC_ZERO_SURFACE	P4-Z-LOCAL_RESET-I18N	P7-PUBLIC-ZERO-SURFACE
P4-D-LOCAL_RESET-BUNDLE	LOCAL_RESET	BUNDLE	No public JavaScript CSS asset chunk source map embedded string or generated client may contain the Reset local user data capability destructive reset route or local confirmation token feature surface.	A new top-level public page naturally starts from defaults; that is session initialization and not a reset mutation.	PUBLIC_ZERO_SURFACE	P4-Z-LOCAL_RESET-BUNDLE	P7-PUBLIC-ZERO-SURFACE
P4-D-LOCAL_RESET-PACKAGE	LOCAL_RESET	PACKAGE	No public executable migration template config sample documentation dependency manifest or release payload may ship Reset local user data capability destructive reset route or local confirmation token.	A new top-level public page naturally starts from defaults; that is session initialization and not a reset mutation.	PUBLIC_ZERO_SURFACE	P4-Z-LOCAL_RESET-PACKAGE	P7-PUBLIC-ZERO-SURFACE
